Name,URL,Summary,Category
Lemonade – A Yoga Program,https://volunteerinfo.org/lemonade-a-yoga-program/,"Lemonade provides ongoing weekly yoga classes to underserved youth in San Francisco’s juvenile justice system. Our program builds mentally and physically stronger youth, establishes self-awareness and focus, and encourages youth to listen to their bodies, take steps to change patterns, …","Counseling, Therapy, and Emotional Support, Crime and Safety, Human Services, Justice and Legal, Mentorship and Tutoring, Peninsula, Prison Reform, San Francisco, Sports and Recreation, Youth"
Kaiser Permanente Hospitals Volunteer Opportunities,https://volunteerinfo.org/kaiser-permanente-hospitals-volunteer-opportunities/,"We have many opportunities for volunteers that will help in supporting our goal of service excellence for every patient, every time and assist our facility to run smoothly, efficiently and effectively. We are currently looking for volunteers who enjoy talking …","Counseling, Therapy, and Emotional Support, East Bay, Health and Medicine, Human Services, Mental Health, North Bay, Peninsula, Seniors, South Bay, Terminal Illness"
BUILD,https://volunteerinfo.org/build/,"Ignite the spark by becoming a BUILD mentor by sharing your wisdom, experience, and expertise to impact the lives of high school students in under-resourced communities. As a BUILD mentor you will help students create, market, and manage a business …","Counseling, Therapy, and Emotional Support, East Bay, Education and Literacy, Mentorship and Tutoring, Oakland, Peninsula, Redwood City, Youth"
TeenForce,https://volunteerinfo.org/teenforce/,TeenForce helps foster youth become self-sufficient young adults by connecting them with jobs and career mentors. Our unique social enterprise is self-sustaining and allows businesses to address this critical social issue in the normal course of their workforce development. Mentors …,"Counseling, Therapy, and Emotional Support, Employment, Job and Workplace, Mentorship and Tutoring, San Jose, South Bay"
Institute on Aging,https://volunteerinfo.org/institute-on-aging-3/,"Institute on Aging’s mission is to enhance the quality of life for adults as they age by enabling them to maintain their health, well being, independence and participation in the community. Several of our programs offer volunteer opportunities that contribute …","Counseling, Therapy, and Emotional Support, Marin County, North Bay, Peninsula, Seniors, South Bay"
Alzheimer’s Association of Northern California and Northern Nevada,https://volunteerinfo.org/alzheimers-association-of-northern-california-and-northern-nevada/,"The Alzheimer’s Association is your 24/7 resource for help, information, referrals and the opportunity to make a difference in the fight against Alzheimer’s disease. We offer a broad range of programs and services for individuals and families coping with all …","Counseling, Therapy, and Emotional Support, Health and Medicine, Human Services, Mental Health, North Bay, Peninsula, Seniors, South Bay"
Professional Healthcare at Home Hospice,https://volunteerinfo.org/professional-healthcare-at-home-hospice/,"Volunteers are a part of our hospice team and provide supportive emotional, spiritual, and other services to patients and families who are facing difficulties at the end of life. Many of our volunteers are family members who have suffered the …","Counseling, Therapy, and Emotional Support, East Bay, Grief and Loss, Health and Medicine, Mental Health, Peninsula, Seniors, South Bay, Terminal Illness"
American Cancer Society,https://volunteerinfo.org/american-cancer-society/,"Together with our millions of supporters, the American Cancer Society (ACS) saves lives and creates a world with less cancer and more birthdays by helping people stay well, helping people get well, by finding cures, and by fighting back. The …","Counseling, Therapy, and Emotional Support, East Bay, Health and Medicine, North Bay, Peninsula, South Bay"
San Francisco Suicide Prevention,https://volunteerinfo.org/san-francisco-suicide-prevention-2/,"San Francisco Suicide Prevention is the oldest community-based telephone crisis center in the United States. Founded in 1962 by a journalist from the British Broadcasting Corporation, the organization adopted a crisis management model developed by the Samaritans Centers in Great …","Counseling, Therapy, and Emotional Support, Crisis Support, Grief and Loss, Human Services, Mental Health, Peninsula, San Francisco"
Shanti,https://volunteerinfo.org/shanti/,"Founded in 1974 by Dr. Charles Garfield, Shanti has been at the forefront of a growing national movement to enhance the quality of life for persons living with life-threatening or chronic illnesses by providing volunteer-based emotional and practical support. Shanti …","Counseling, Therapy, and Emotional Support, Peninsula, San Francisco, Terminal Illness"
Samaritan House,https://volunteerinfo.org/samaritan-house/,"Samaritan House is a private nonprofit organization providing services to help meet the essential daily needs of more than 12,000 low-income people within San Mateo County, California. We provide an interim “safety net” for individuals and families in need while …","Counseling, Therapy, and Emotional Support, Food and Clothing, Health and Medicine, Housing and Homelessness, Peninsula, San Mateo County"
Crisis Support Services of Alameda County,https://volunteerinfo.org/crisis-support-services-of-alameda-county/,"Our Life-Saving Mission To reach out and offer support to people of all ages and backgrounds during times of crisis, to work to prevent the suicide of those who are actively suicidal, and to offer hope and caring during times …","Counseling, Therapy, and Emotional Support, Crisis Support, East Bay, Oakland"
